x,y
3.982538885233978032e+00,4.977506808621616763e+00
3.972889230166369412e+00,4.987902148348867470e+00
4.004587548890720328e+00,5.054538572593010315e+00
4.136576946863728566e+00,5.097818735215381203e+00
3.981242668782974725e+00,5.030161844382905478e+00
3.518322726300143533e+00,4.399371695731121079e+00
3.594922183113102410e+00,4.540044493507791934e+00
3.513517494209945635e+00,4.552618112507238912e+00
3.526140632405538433e+00,4.408937411809024098e+00
3.483766232719617051e+00,4.483844370642854571e+00
3.446798862319118140e+00,4.662047080692087064e+00
3.412427065383998315e+00,4.443103716864131414e+00
3.428799545097257706e+00,4.376047302680205142e+00
3.480776048246072563e+00,4.470807961257820651e+00
3.653007251442409675e+00,4.490523076111255563e+00
3.393578658711067231e+00,4.648899852627743634e+00
3.623467914689077585e+00,4.489499248075333071e+00
3.349384029602028079e+00,4.440698493804912772e+00
3.484405896427523075e+00,4.525909034087336025e+00
3.473883635422352345e+00,4.541508286809970762e+00
3.539189420943245068e+00,4.379477962079672437e+00
3.405203907766856997e+00,4.416781265473298745e+00
3.449218244972182656e+00,4.463024964326085531e+00
3.501246904136161575e+00,4.198725350467100270e+00
3.454298535912841750e+00,4.619051909152476654e+00
3.393329860101525153e+00,4.582237765163205800e+00
3.535032100135611088e+00,4.500617172964174628e+00
3.518245216750598203e+00,4.346103414430246836e+00
3.491546052018227542e+00,4.658745252066110787e+00
3.509834777464010624e+00,4.505100100311388189e+00
3.426583088730326132e+00,4.489592381447767622e+00
3.523234701262447643e+00,4.544748496422292838e+00
3.462719125827649513e+00,4.472744978554297646e+00
3.702369088660305341e+00,4.295533525947673681e+00
3.722944568045690072e+00,4.555881620937895171e+00
3.600006081958912585e+00,4.344418333606765437e+00
3.440996543579478040e+00,4.466432619392343817e+00
3.542271569122047659e+00,4.338044285731411875e+00
3.547163432641630365e+00,4.384039570583559531e+00
3.506619004842461251e+00,4.565570491858305324e+00
3.532705996717708796e+00,4.610991273242399657e+00
3.600607711081905027e+00,4.445296269045163839e+00
3.525705615743397026e+00,4.408606156248889185e+00
3.367821147860743825e+00,4.578801133319738703e+00
3.500004984907524985e+00,4.494536135481163264e+00
3.591112726565385938e+00,4.568271603579579399e+00
3.535020117387453364e+00,4.627900438277804618e+00
3.592978945855771489e+00,4.533154037450882079e+00
3.430963889688877444e+00,4.428267620154628048e+00
3.619210187053127026e+00,4.351545919957202635e+00
3.497553806336408222e+00,4.305847534848130209e+00
3.602049801445265320e+00,4.595944669667668236e+00
3.500116208348351243e+00,4.492963407117403385e+00
3.251371607929672169e+00,4.532963076778629308e+00
3.280756508003409344e+00,4.247310173976453385e+00
3.507993371029844099e+00,4.406426670804266088e+00
3.541149062142337378e+00,4.571473347399795273e+00
3.585773254520535414e+00,4.439807860772286396e+00
3.544937762316684893e+00,4.514506668163413394e+00
3.582606999846992490e+00,4.561607655868905375e+00
3.589788842598507390e+00,4.495851232153492028e+00
3.485279854384873310e+00,4.598800173211394338e+00
3.287634453758425224e+00,4.428557731933719488e+00
3.372940555019134035e+00,4.449227348269711335e+00
3.564867926204862147e+00,4.588645606617827610e+00
3.398505635731986274e+00,4.442979699061332610e+00
3.513702487413004949e+00,4.472330209518666777e+00
3.530181855526100421e+00,4.542810811947732397e+00
3.407003844105986889e+00,4.473105995100618237e+00
3.286790540083846413e+00,4.592641105299267501e+00
3.437090923900584460e+00,4.373927532360724513e+00
3.474605531657718682e+00,4.355311984928701641e+00
3.497914238229840045e+00,4.444005961025887075e+00
3.717777870918415495e+00,4.635053662889208503e+00
3.250311349681549888e+00,4.518942610240733515e+00
3.360186212418892815e+00,4.460640951266852561e+00
3.516440407331872908e+00,4.576042637229307708e+00
3.472695305059709359e+00,4.654109414798237587e+00
3.451906284822115367e+00,4.527777673054779406e+00
3.566473412062759252e+00,4.515123499160510256e+00
3.588095278538104616e+00,4.540968829020427755e+00
3.421585381633591272e+00,4.312526157771735313e+00
3.685859294855570401e+00,4.458435945117203758e+00
3.510335972231064972e+00,4.557068001759490450e+00
3.511359699673400225e+00,4.411116848391830381e+00
3.453228541754814529e+00,4.482896461324691550e+00
3.647895849150402992e+00,4.429139505192921433e+00
3.578466846728782347e+00,4.538554299377796752e+00
3.476613995787084743e+00,4.392493939219266785e+00
3.471585904537383804e+00,4.488533016257115094e+00
3.353060492551364291e+00,4.504427941183274164e+00
3.417770672370982421e+00,4.482400247128551563e+00
3.533621334095423894e+00,4.413350191021731206e+00
3.471174363879430569e+00,4.531948240982483611e+00
3.316414085749569640e+00,4.584719709959894196e+00
3.742446114493936271e+00,4.619703756850856102e+00
3.468422800499058933e+00,4.539489698221813363e+00
3.396401522148660757e+00,4.676485406391847732e+00
3.594070440335213057e+00,4.587746960002969665e+00
3.412412573804332716e+00,4.523075794302789276e+00
3.444170571514909795e+00,4.463430221251533325e+00
3.442999008335781319e+00,4.392240694696726067e+00
3.409125441312567339e+00,4.470028023084508639e+00
3.330113591582739119e+00,4.543466853132834160e+00
3.488220171073203701e+00,4.568387591957241867e+00
4.024118107716751602e+00,5.043320512117110077e+00
3.867345622991818388e+00,4.869145626009696137e+00
3.960019550814879441e+00,4.986945193679455990e+00
4.100957257416687263e+00,5.032139755784415414e+00
4.112836526513091506e+00,5.086486768479579368e+00
4.105016194794447237e+00,5.060536934943189458e+00
3.941252597366696531e+00,4.876934394886393243e+00
4.013907358583772123e+00,5.058723413419370374e+00
3.973830122001787757e+00,4.952712724925210530e+00
3.972394236813389323e+00,4.916842468412609080e+00
3.955903861575111868e+00,4.966520970205466234e+00
4.004100153141584073e+00,4.998016077859943174e+00
4.054679482038715754e+00,5.034253599037065818e+00
4.162250474362472197e+00,5.100859356816553891e+00
4.161398829542010347e+00,5.034965196762336781e+00
4.047095798790366850e+00,5.007088189674926859e+00
4.053678377835334246e+00,5.064402670652988547e+00
3.804476282944448950e+00,4.818308563356074714e+00
3.871111825567114195e+00,4.960970790300569533e+00
4.131498800183382336e+00,5.045079853397394842e+00
4.072656378322547788e+00,5.070831174803405617e+00
3.905939146743051538e+00,4.978107593400680209e+00
3.932748490095313798e+00,5.062271383729983754e+00
3.997087162866050924e+00,5.102013284798110782e+00
3.961981612823300747e+00,5.018269845766267778e+00
3.994383782036131869e+00,4.869311979932451351e+00
3.912155485820498324e+00,4.994816358806130729e+00
3.995090835292937292e+00,4.926790593265034879e+00
3.943975000297843536e+00,4.987768387684869964e+00
3.911181679936231337e+00,5.017252106282054314e+00
3.942693199565207252e+00,5.085749116886236543e+00
3.903413826269606091e+00,4.964304759717614424e+00
3.863955248492073391e+00,4.886211173411953546e+00
3.946938078718507104e+00,4.998851778191708561e+00
4.084266965827252349e+00,5.061137884164067735e+00
3.966631545875618059e+00,5.034891794763107775e+00
4.071454624832110625e+00,5.043329761971351743e+00
4.051093941281087574e+00,5.051654482672830682e+00
3.911723445504990959e+00,5.003901041720731691e+00
3.941218128812596699e+00,4.932413905961924527e+00
4.015826604925245569e+00,4.988465075399197701e+00
3.988209629202482009e+00,5.031758540039911409e+00
4.093631570671274922e+00,5.034295782104718953e+00
4.029308425969552410e+00,4.999582702497804121e+00
4.020535770426535649e+00,5.038095796112097347e+00
3.944825834000005305e+00,4.989795121628866958e+00
4.053764200240495441e+00,5.032720167561425484e+00
4.154721717673945491e+00,5.038872306588469741e+00
3.934075369880129180e+00,4.856365600168453867e+00
4.081436037616811952e+00,5.095557134542548106e+00
3.992854167238031327e+00,5.053251694607116207e+00
4.016430933669257186e+00,5.026606649781477643e+00
4.010102082598342221e+00,5.032876060867440771e+00
4.009092965394907893e+00,5.180833041143749540e+00
3.895650307420517322e+00,4.830548982421052351e+00
3.897974376794657303e+00,4.879838076666173308e+00
3.961216805496257543e+00,4.969953432098494162e+00
3.980453764176621334e+00,5.024463877943415646e+00
4.034817027725472904e+00,5.064920406581753909e+00
4.159052042888188083e+00,5.156879289130821498e+00
3.885222084702486534e+00,4.795315025583422042e+00
4.080671202846005485e+00,4.924239617388669110e+00
4.005970919677630526e+00,5.005229379547984081e+00
4.199203968804036791e+00,5.095224490616836022e+00
3.954623645638738694e+00,4.992225736012159132e+00
4.021985454321356457e+00,5.015422775179489534e+00
3.945566904387189489e+00,4.895459857520916280e+00
4.028308652865876027e+00,4.929223818682999969e+00
3.907678625653743687e+00,5.038032797910916294e+00
3.962532159196856085e+00,4.972391354660524065e+00
4.080482555803454758e+00,5.021260591329144596e+00
4.092069268238800461e+00,5.024210745855967275e+00
4.090587752649221365e+00,5.085096490298609773e+00
3.980947351799274614e+00,4.935722170725709290e+00
3.906701557212589382e+00,4.936270127147388997e+00
3.960811445804787834e+00,4.954558889783093001e+00
4.087970960194625469e+00,5.025157459537377136e+00
4.102293751556671531e+00,5.017524267352561296e+00
4.086988923216556380e+00,5.010464440774134331e+00
4.015793598085489080e+00,5.069291649708893566e+00
3.962973194094295604e+00,4.953767935670551736e+00
4.179188703654913795e+00,5.149740461799245494e+00
3.961360401555339639e+00,5.021722816708431125e+00
3.967793796541321250e+00,5.028540986817384706e+00
4.126637390516158632e+00,4.961840214174186414e+00
4.092023416045912576e+00,5.138221686863609250e+00
4.004245964232975297e+00,5.112565953783019701e+00
4.013898281784341826e+00,4.928706822056907022e+00
3.803807907370757579e+00,4.880817439274371949e+00
4.063821253176917558e+00,5.051985254267901126e+00
4.036994437955826243e+00,4.981999121995043467e+00
4.012879912672912219e+00,4.902801635731387719e+00
3.932015483761353014e+00,4.914222719549230511e+00
4.046485964949486203e+00,5.022347421703748260e+00
3.896646311300493437e+00,4.947720747062402502e+00
3.938301469850392866e+00,4.926984978135473980e+00
4.077291873937692657e+00,5.045819211957028649e+00
4.035630656149498563e+00,5.073722492797760886e+00
4.016122738288895988e+00,5.042900468126549463e+00
4.061086181903609038e+00,5.104578883240408871e+00
3.547586058727834057e+00,4.645273984001144996e+00
3.502260848430959861e+00,4.495463138664015368e+00
3.670133465427495967e+00,4.466297671467780894e+00
3.499714503985567937e+00,4.591497069220088711e+00
3.514980873263275907e+00,4.641287200168278559e+00
3.603412153956971231e+00,4.539352092831746788e+00
3.422230146168839582e+00,4.548608564387779829e+00
3.361737884051964720e+00,4.510498711495461777e+00
3.580843880316769035e+00,4.529281769382154543e+00
3.587967716423348996e+00,4.711662397239535949e+00
3.592393244868893554e+00,4.535797275097632308e+00
3.564166150642178010e+00,4.548751873416218672e+00
3.368527649651311684e+00,4.445420371738013188e+00
3.622468782478533544e+00,4.507910304550366121e+00
3.558242327744796984e+00,4.405678739805168220e+00
3.506451674231110260e+00,4.560373462226721131e+00
3.363848504513543336e+00,4.520969880654463147e+00
3.481815678154066784e+00,4.404699038931737753e+00
3.496246681118083011e+00,4.310944753303491694e+00
3.287202323181732666e+00,4.361617839468267199e+00
3.400946777951582511e+00,4.373379434900057205e+00
3.327457221047130709e+00,4.511424054928506067e+00
3.340581627973319367e+00,4.495024799828293283e+00
3.578706667635798144e+00,4.507649104322840827e+00
3.509310876005880431e+00,4.463304935544585739e+00
3.351732388894099746e+00,4.480813344695080858e+00
3.596082521168211699e+00,4.682561439173272611e+00
3.456979375757390116e+00,4.333781369685199003e+00
3.516634749246006386e+00,4.539101460315595915e+00
3.477304953529376963e+00,4.383415165902127875e+00
3.702433259954386990e+00,4.285473700899298244e+00
3.449002795420005985e+00,4.363400193600534216e+00
3.436387175033996044e+00,4.525264534386490567e+00
3.513804797444952666e+00,4.430663232689674658e+00
3.577700352671978834e+00,4.569697448815461804e+00
3.564738088451604892e+00,4.464123991236498945e+00
3.604858076053643945e+00,4.576225332659630496e+00
3.750877247318510577e+00,4.630900622803427069e+00
3.615692165332739183e+00,4.516840543295436383e+00
3.371161399705970840e+00,4.450180092205878069e+00
3.424220808350117995e+00,4.436307882098920352e+00
3.555513856000184436e+00,4.450152667711302357e+00
3.410488686451756291e+00,4.450321274576638508e+00
3.483911323326155607e+00,4.539119393920453049e+00
3.404736400288002063e+00,4.522046329882542182e+00
3.507802008097807622e+00,4.632554889189903768e+00
3.478682951357841446e+00,4.484487838946606963e+00
3.382864418207970569e+00,4.350454545133610296e+00
3.531050831860049755e+00,4.478281234701300129e+00
3.550374405573732961e+00,4.416218752352411236e+00
3.690851233035822077e+00,4.531246924446692859e+00
3.604703326689793208e+00,4.487892057913674293e+00
3.483749805845150593e+00,4.567034277516524909e+00
3.555575677141210367e+00,4.394093602430438672e+00
3.346730698607049082e+00,4.375436606030981501e+00
3.358422667843206089e+00,4.491769465508746784e+00
3.458874907446777947e+00,4.459270885135063089e+00
3.363903687060630698e+00,4.563956348502943960e+00
3.543941111155371360e+00,4.495476786575057560e+00
3.602118011801418440e+00,4.423251942380849400e+00
3.541470029304762956e+00,4.538816464582763999e+00
3.534925441666371349e+00,4.430933357183068466e+00
3.532684024876298956e+00,4.452038326851750938e+00
3.410355384949751212e+00,4.371311865599674107e+00
3.603781563948524003e+00,4.426207770018103282e+00
3.482708615574083399e+00,4.378011500527447808e+00
3.470287320000459363e+00,4.175445031678638230e+00
3.391304077053867161e+00,4.347201801853692871e+00
3.398554923229467839e+00,4.468635675011659814e+00
3.467465221963951016e+00,4.690211659770825214e+00
3.442822678165054384e+00,4.469404370264904003e+00
3.343068452965930248e+00,4.436807869989784159e+00
3.366202334643773941e+00,4.489634948266961523e+00
3.585308676751857604e+00,4.548753579594248642e+00
3.429937978658179620e+00,4.330756828471118425e+00
3.646001318514264788e+00,4.718576808331916617e+00
3.512050059969938687e+00,4.402711039979816832e+00
3.619777147431487485e+00,4.453009165582995976e+00
3.453019063677554623e+00,4.583495341840039927e+00
3.361478019888916258e+00,4.291453241791945317e+00
3.542068370020125201e+00,4.544079764374760799e+00
3.509514215786416980e+00,4.550370894567170588e+00
3.608224059616069734e+00,4.607380741739676822e+00
3.443143042961039679e+00,4.574905508032018453e+00
3.517324737183208594e+00,4.451431623258779169e+00
3.380669420910979994e+00,4.552439737727079994e+00
3.464637740070065863e+00,4.501083951077244016e+00
3.420705249779819379e+00,4.337796282632218947e+00
3.517158635526862920e+00,4.495533098699372232e+00
3.619902787729196714e+00,4.591758826598208110e+00
3.605330457914954767e+00,4.436020749719331135e+00
3.406367350288397766e+00,4.364364195468606766e+00
3.549798062304673429e+00,4.782489874538153884e+00
3.572757203691572236e+00,4.430356813397199112e+00
3.583663375447615262e+00,4.396098889200781734e+00
3.357552990858361674e+00,4.557139908163686748e+00
3.422209447981460428e+00,4.523661142958959047e+00
3.640653513807678987e+00,4.553976748707484923e+00
3.592966028441965776e+00,4.349521300836620696e+00
3.566153624412340850e+00,4.719393650119590333e+00
3.054113941341713101e+00,3.352096050326886623e+00
2.979685720517816439e+00,3.448222660585714472e+00
3.038302391278083103e+00,3.544827241614274982e+00
3.040549255051644195e+00,3.467859197806382188e+00
2.940072795995805510e+00,3.435343915647850022e+00
3.085354083406448122e+00,3.324163433148678237e+00
2.979269684035237731e+00,3.524829259897916955e+00
2.934722898794107415e+00,3.540955805202124385e+00
2.992868034997254512e+00,3.405927004094882360e+00
3.016136353465063813e+00,3.474929775511419461e+00
2.959012735224325841e+00,3.425125557452219027e+00
3.006144548358409718e+00,3.316926915116506613e+00
2.960166688052186856e+00,3.441934313558495884e+00
2.908810149571134041e+00,3.555823704782858918e+00
2.926572874140908720e+00,3.546449600659041579e+00
3.097584088458182894e+00,3.494149999655105976e+00
3.027779932172337318e+00,3.566409161457996468e+00
2.991902198493939125e+00,3.553006119664510631e+00
2.873743515537204196e+00,3.597860128686769521e+00
2.901043732093163463e+00,3.308137495303118847e+00
3.138449851135426183e+00,3.507603747909440184e+00
3.044892112001917006e+00,3.468345449547404424e+00
2.897941660686897958e+00,3.184035666972364620e+00
3.062627899769913675e+00,3.477738039081196941e+00
2.980265709314907863e+00,3.538383795951520305e+00
2.858065153946521164e+00,3.413227630609640517e+00
3.114732784158512846e+00,3.570960058296595463e+00
2.871871874090747401e+00,3.267965163250546201e+00
2.942875368020890559e+00,3.515579917592881909e+00
3.094237693330238237e+00,3.518749337908047448e+00
2.887768827847195574e+00,3.519239201109454651e+00
2.882766513244671369e+00,3.392661685504517077e+00
2.934626498364197200e+00,3.371139526235137129e+00
2.972903487003669021e+00,3.407746447597431505e+00
2.971431386239816508e+00,3.451132775896039728e+00
2.959021478525983628e+00,3.445800651522133773e+00
3.123329711264413611e+00,3.573057573555111777e+00
3.005907215505265295e+00,3.354631364782452607e+00
2.837419673360376482e+00,3.288251570302155091e+00
3.260519575087391431e+00,3.622802029639387023e+00
3.025698096970426132e+00,3.405634107919923270e+00
2.885363561411258271e+00,3.543025798843261409e+00
3.156508398508242941e+00,3.347165272878990461e+00
2.955060264013975146e+00,3.487119071057664499e+00
2.800800282239673145e+00,3.563782915178087762e+00
2.958534108254451400e+00,3.686113001990249938e+00
2.960910126776622686e+00,3.536804115840036289e+00
2.885757183187855457e+00,3.426402557652630243e+00
2.883127715008544811e+00,3.527373518801819152e+00
3.130183950434961559e+00,3.453951785526192975e+00
3.043637539156213379e+00,3.454180320728510001e+00
3.010210771330341650e+00,3.620046503108059532e+00
3.012028281636164984e+00,3.398038212729784124e+00
2.914289676111226246e+00,3.474526687770016053e+00
2.980833171995369568e+00,3.411935791743827551e+00
3.018066413358618583e+00,3.627824633529120213e+00
2.974883071256162026e+00,3.477133844083807546e+00
2.779847809396372771e+00,3.400921700028498584e+00
2.860672741594485036e+00,3.447637411609049796e+00
3.052558635011786592e+00,3.656819242735593445e+00
3.179849445190825463e+00,3.506355106796047227e+00
2.967980381311436933e+00,3.578139881276256151e+00
3.049015918882397980e+00,3.581043120932922097e+00
3.077827904531131864e+00,3.360494285389566294e+00
3.054036395960976868e+00,3.496295621919704111e+00
2.923974762304143216e+00,3.423385600994195865e+00
3.128145775266335971e+00,3.432246702520168391e+00
2.876318164717715398e+00,3.508992848352587846e+00
3.201077176753361009e+00,3.522650351696098525e+00
3.030829943624685718e+00,3.409728575614971557e+00
3.167421595177913218e+00,3.529178325794060989e+00
3.053010125655069462e+00,3.410571420410216881e+00
3.085404281822047956e+00,3.547259939887084990e+00
2.884399891504829672e+00,3.492394081860815458e+00
2.954940139629241180e+00,3.506364046911633281e+00
2.974944715755384550e+00,3.478599495509419270e+00
2.896708648569916278e+00,3.457503724823955515e+00
3.076652685410544930e+00,3.681258058103810793e+00
2.883948007383020595e+00,3.724944293333364964e+00
3.152607796250707306e+00,3.532027064202531541e+00
2.969879347067629904e+00,3.427472712483506267e+00
3.083277057577802349e+00,3.439215355587786238e+00
2.953811700686587383e+00,3.583299965093593276e+00
3.043594418216372333e+00,3.593584677871405120e+00
3.050473202794489413e+00,3.465158558938419731e+00
2.948615198790078828e+00,3.574099095236160650e+00
2.932880983599269520e+00,3.611359182338028440e+00
3.079070197070358894e+00,3.536534946965619763e+00
3.000322611456308852e+00,3.536410711978211996e+00
3.352667781833885030e+00,3.524079471516422313e+00
2.844340606506172264e+00,3.674984333125971503e+00
3.060984605323830987e+00,3.441632067999228717e+00
3.261733491205072610e+00,3.580992223831536592e+00
3.029420368444669887e+00,3.425547556115125403e+00
2.893506990390996236e+00,3.313395724463843450e+00
2.957708046410156832e+00,3.390988435937946743e+00
3.064775524497172832e+00,3.474873946725529628e+00
3.176899156918657319e+00,3.667990966284988108e+00
3.016401031690744361e+00,3.473505468808845809e+00
3.115216580794838652e+00,3.397445589029186142e+00
2.567369869654177794e+00,3.949535406940508420e+00
2.459967729936533676e+00,3.947179111103533256e+00
2.557562901658315013e+00,3.940900487130508445e+00
2.393643879711533362e+00,4.040692112409424830e+00
2.457657116216351412e+00,4.027152225980510813e+00
2.464811075805389606e+00,4.020167794306741094e+00
2.243555064387891207e+00,4.030944750915159247e+00
2.685356094249384817e+00,4.084183289178122678e+00
2.591089657945850000e+00,3.983258478414667625e+00
2.518099807979244265e+00,4.019275177154506551e+00
2.509639288453971773e+00,3.935886418731858516e+00
2.464774781433773487e+00,3.985761992703414247e+00
2.451934658051898808e+00,4.063838175463999391e+00
2.753834934138902124e+00,3.902605842373861655e+00
2.512834026334330950e+00,3.888567720007678474e+00
2.630250820960713831e+00,4.111779881775503576e+00
2.333745702964192148e+00,4.147181872276666681e+00
2.391530154776238426e+00,4.015394067935609712e+00
2.609892920248474191e+00,4.013595249115593511e+00
2.729566581301284156e+00,4.217732465426143662e+00
2.513831772481555316e+00,3.852605170593961237e+00
2.463500700662652143e+00,3.933597596758870552e+00
2.423524663547886426e+00,3.911148750354190629e+00
2.507818889508334426e+00,4.163280807241334536e+00
2.428415260686617838e+00,3.976846899579021599e+00
2.616647500451601438e+00,4.096246373009712727e+00
2.548554098705796633e+00,4.080419481205037613e+00
2.587072602108368091e+00,3.972180472516608774e+00
2.542889302710299670e+00,3.977694960410882441e+00
2.410013148000046623e+00,4.047351043180831276e+00
2.506745359082856339e+00,3.985645444340777832e+00
2.529172745500239294e+00,4.077064450349168645e+00
2.539293456987755437e+00,4.015850729639075745e+00
2.527978495648234514e+00,4.004525755484930727e+00
2.422553375606058434e+00,4.059374598738632933e+00
2.640890695099349816e+00,3.961460508162105043e+00
2.692775842981169010e+00,3.990207992003654169e+00
2.475624963751354102e+00,3.930007831033755394e+00
2.420766313489294941e+00,3.924622833924428011e+00
2.535390545423642727e+00,4.124371696110555874e+00
2.552747025114192603e+00,4.067199107149641613e+00
2.634184652204595523e+00,3.809135213602272252e+00
2.483244067783029418e+00,4.027000213702186748e+00
2.571725372549015454e+00,3.900394830870900886e+00
2.399413104825592225e+00,4.059213921542471404e+00
2.488342867134114567e+00,4.042594732736437102e+00
2.403935519528085152e+00,3.871567112622153584e+00
2.576120028186683619e+00,4.093924758877799164e+00
2.663205721592087905e+00,3.884620785682600719e+00
2.366314759527976985e+00,3.883200697254981737e+00
2.495833692570355034e+00,3.952255575663651488e+00
2.631415480877584478e+00,3.889956912707326797e+00
2.325765077940238790e+00,4.012412832116671879e+00
2.619293039852572225e+00,3.940220183262477693e+00
2.373436357776203209e+00,3.985905426638386650e+00
2.336355332174610666e+00,3.998070146007298931e+00
2.582838726599109069e+00,4.018517091556935483e+00
2.309075509873727672e+00,3.954613333713638657e+00
2.469796770155363586e+00,4.139828568906260386e+00
2.591485175284107267e+00,3.997409724326620672e+00
2.630936207782942127e+00,3.921720812775071785e+00
2.465173318966473293e+00,4.108683505146346171e+00
2.650238292858279721e+00,4.059560585752242545e+00
2.549075227190336967e+00,3.955595505231657150e+00
2.574489965042427997e+00,3.937362577612498526e+00
2.557452073164943052e+00,4.022973102761977060e+00
2.613930626903050669e+00,3.969302028760116841e+00
2.563613989140296923e+00,4.062691106594345847e+00
2.410162288589925428e+00,4.010301884471025424e+00
2.659725391127757188e+00,4.011901146689325515e+00
2.469137506545297178e+00,4.034743658484464923e+00
2.472489916943233279e+00,4.033764110848420792e+00
2.486523487327715110e+00,3.998311244487441574e+00
2.546078942500721087e+00,4.106410900265120567e+00
2.545187456738070786e+00,4.128544429993874942e+00
2.297163803914723523e+00,3.961155594795297663e+00
2.523599320171194815e+00,3.935801334473127522e+00
2.372404483659177998e+00,4.045227487116219045e+00
2.561270150370727361e+00,4.023633297875666592e+00
2.539531612236846314e+00,3.933379606045943611e+00
2.450231162179577371e+00,3.990744614537896862e+00
2.431217086457214016e+00,4.024323153362558969e+00
2.736522474259891258e+00,3.967389471871431539e+00
